,hotel_id,price,stock,city,date,language,mobile,avatar_id
0,969,73,56,amsterdam,44,dutch,0,111612
1,760,154,196,amsterdam,44,dutch,0,111612
2,570,93,112,amsterdam,44,dutch,0,111612
3,835,97,113,amsterdam,44,dutch,0,111612
4,680,131,55,amsterdam,44,dutch,0,111612
5,441,158,191,amsterdam,44,dutch,0,111612
6,921,68,140,amsterdam,44,dutch,0,111612
7,271,71,56,amsterdam,44,dutch,0,111612
8,101,218,278,amsterdam,44,dutch,0,111612
9,743,129,140,amsterdam,44,dutch,0,111612
10,196,96,56,amsterdam,44,dutch,0,111612
11,788,94,140,amsterdam,44,dutch,0,111612
12,878,94,140,amsterdam,44,dutch,0,111612
13,77,212,278,amsterdam,44,dutch,0,111612
14,311,97,56,amsterdam,44,dutch,0,111612
15,724,221,281,amsterdam,44,dutch,0,111612
16,581,130,55,amsterdam,44,dutch,0,111612
17,567,68,56,amsterdam,44,dutch,0,111612
18,933,132,138,amsterdam,44,dutch,0,111612
19,85,94,111,amsterdam,44,dutch,0,111612
20,442,153,195,amsterdam,44,dutch,0,111612
21,603,213,277,amsterdam,44,dutch,0,111612
22,417,133,140,amsterdam,44,dutch,0,111612
23,105,130,140,amsterdam,44,dutch,0,111612
24,891,98,56,amsterdam,44,dutch,0,111612
25,591,212,279,amsterdam,44,dutch,0,111612
26,253,213,275,amsterdam,44,dutch,0,111612
27,880,96,113,amsterdam,44,dutch,0,111612
28,517,100,112,amsterdam,44,dutch,0,111612
29,307,94,112,amsterdam,44,dutch,0,111612
30,22,130,140,amsterdam,44,dutch,0,111612
31,9,73,140,amsterdam,44,dutch,0,111612
32,779,155,196,amsterdam,44,dutch,0,111612
33,745,96,56,amsterdam,44,dutch,0,111612
34,660,129,140,amsterdam,44,dutch,0,111612
35,762,130,137,amsterdam,44,dutch,0,111612
36,30,94,110,amsterdam,44,dutch,0,111612
37,373,94,112,amsterdam,44,dutch,0,111612
38,807,212,278,amsterdam,44,dutch,0,111612
39,369,66,56,amsterdam,44,dutch,0,111612
40,604,96,111,amsterdam,44,dutch,0,111612
41,111,95,112,amsterdam,44,dutch,0,111612
42,587,133,138,amsterdam,44,dutch,0,111612
43,169,68,56,amsterdam,44,dutch,0,111612
44,715,130,141,amsterdam,44,dutch,0,111612
45,317,152,197,amsterdam,44,dutch,0,111612
46,387,217,279,amsterdam,44,dutch,0,111612
47,256,68,56,amsterdam,44,dutch,0,111612
48,548,217,278,amsterdam,44,dutch,0,111612
49,86,97,197,amsterdam,44,dutch,0,111612
50,925,93,112,amsterdam,44,dutch,0,111612
51,674,100,111,amsterdam,44,dutch,0,111612
52,657,153,195,amsterdam,44,dutch,0,111612
53,117,68,55,amsterdam,44,dutch,0,111612
54,505,94,113,amsterdam,44,dutch,0,111612
55,430,150,194,amsterdam,44,dutch,0,111612
56,10,133,140,amsterdam,44,dutch,0,111612
57,821,96,112,amsterdam,44,dutch,0,111612
58,892,157,195,amsterdam,44,dutch,0,111612
59,103,157,195,amsterdam,44,dutch,0,111612
60,594,219,278,amsterdam,44,dutch,0,111612
61,510,223,277,amsterdam,44,dutch,0,111612
62,157,221,281,amsterdam,44,dutch,0,111612
63,529,217,281,amsterdam,44,dutch,0,111612
64,806,223,281,amsterdam,44,dutch,0,111612
65,211,129,138,amsterdam,44,dutch,0,111612
66,493,132,142,amsterdam,44,dutch,0,111612
67,34,68,57,amsterdam,44,dutch,0,111612
68,224,130,140,amsterdam,44,dutch,0,111612
69,658,133,140,amsterdam,44,dutch,0,111612
70,346,150,194,amsterdam,44,dutch,0,111612
71,214,154,196,amsterdam,44,dutch,0,111612
72,627,92,113,amsterdam,44,dutch,0,111612
73,146,158,196,amsterdam,44,dutch,0,111612
74,507,94,113,amsterdam,44,dutch,0,111612
75,706,94,110,amsterdam,44,dutch,0,111612
76,269,133,138,amsterdam,44,dutch,0,111612
77,679,132,138,amsterdam,44,dutch,0,111612
78,465,213,278,amsterdam,44,dutch,0,111612
79,303,158,197,amsterdam,44,dutch,0,111612
80,52,130,138,amsterdam,44,dutch,0,111612
81,193,129,111,amsterdam,44,dutch,0,111612
82,971,133,140,amsterdam,44,dutch,0,111612
83,752,221,280,amsterdam,44,dutch,0,111612
84,902,157,196,amsterdam,44,dutch,0,111612
85,783,74,55,amsterdam,44,dutch,0,111612
86,867,129,112,amsterdam,44,dutch,0,111612
87,967,68,140,amsterdam,44,dutch,0,111612
88,450,155,193,amsterdam,44,dutch,0,111612
89,375,92,111,amsterdam,44,dutch,0,111612
90,82,94,110,amsterdam,44,dutch,0,111612
91,88,98,113,amsterdam,44,dutch,0,111612
92,778,94,111,amsterdam,44,dutch,0,111612
93,475,92,112,amsterdam,44,dutch,0,111612
94,166,99,111,amsterdam,44,dutch,0,111612
95,352,92,112,amsterdam,44,dutch,0,111612
96,750,94,56,amsterdam,44,dutch,0,111612
97,212,154,193,amsterdam,44,dutch,0,111612
98,945,134,138,amsterdam,44,dutch,0,111612
99,676,68,56,amsterdam,44,dutch,0,111612
100,223,132,139,amsterdam,44,dutch,0,111612
101,515,223,282,amsterdam,44,dutch,0,111612
102,916,94,111,amsterdam,44,dutch,0,111612
103,460,72,55,amsterdam,44,dutch,0,111612
104,809,212,277,amsterdam,44,dutch,0,111612
105,172,98,111,amsterdam,44,dutch,0,111612
106,410,95,111,amsterdam,44,dutch,0,111612
107,917,222,279,amsterdam,44,dutch,0,111612
108,625,158,195,amsterdam,44,dutch,0,111612
109,588,151,140,amsterdam,44,dutch,0,111612
110,283,92,112,amsterdam,44,dutch,0,111612
111,455,132,140,amsterdam,44,dutch,0,111612
112,685,213,278,amsterdam,44,dutch,0,111612
113,158,133,142,amsterdam,44,dutch,0,111612
114,218,153,193,amsterdam,44,dutch,0,111612
115,16,133,138,amsterdam,44,dutch,0,111612
116,628,132,139,amsterdam,44,dutch,0,111612
117,777,134,140,amsterdam,44,dutch,0,111612
118,264,69,56,amsterdam,44,dutch,0,111612
119,45,132,140,amsterdam,44,dutch,0,111612
120,630,134,140,amsterdam,44,dutch,0,111612
121,163,152,195,amsterdam,44,dutch,0,111612
122,234,130,140,amsterdam,44,dutch,0,111612
123,429,217,284,amsterdam,44,dutch,0,111612
124,960,223,282,amsterdam,44,dutch,0,111612
125,83,132,140,amsterdam,44,dutch,0,111612
126,557,98,111,amsterdam,44,dutch,0,111612
127,326,213,281,amsterdam,44,dutch,0,111612
128,482,69,56,amsterdam,44,dutch,0,111612
129,12,68,56,amsterdam,44,dutch,0,111612
130,585,68,57,amsterdam,44,dutch,0,111612
131,140,96,111,amsterdam,44,dutch,0,111612
132,230,95,112,amsterdam,44,dutch,0,111612
133,366,68,111,amsterdam,44,dutch,0,111612
134,918,213,278,amsterdam,44,dutch,0,111612
0,707,256,279,copenhagen,44,dutch,0,111612
1,893,175,195,copenhagen,44,dutch,0,111612
2,99,154,140,copenhagen,44,dutch,0,111612
3,518,109,111,copenhagen,44,dutch,0,111612
4,96,115,111,copenhagen,44,dutch,0,111612
5,805,154,139,copenhagen,44,dutch,0,111612
6,989,83,56,copenhagen,44,dutch,0,111612
7,865,258,278,copenhagen,44,dutch,0,111612
8,309,84,111,copenhagen,44,dutch,0,111612
9,616,151,139,copenhagen,44,dutch,0,111612
10,497,180,195,copenhagen,44,dutch,0,111612
11,669,182,195,copenhagen,44,dutch,0,111612
12,463,87,56,copenhagen,44,dutch,0,111612
13,812,153,141,copenhagen,44,dutch,0,111612
14,541,111,111,copenhagen,44,dutch,0,111612
15,664,253,281,copenhagen,44,dutch,0,111612
16,100,78,55,copenhagen,44,dutch,0,111612
17,267,154,139,copenhagen,44,dutch,0,111612
18,834,81,55,copenhagen,44,dutch,0,111612
19,122,259,280,copenhagen,44,dutch,0,111612
20,280,114,111,copenhagen,44,dutch,0,111612
21,32,156,139,copenhagen,44,dutch,0,111612
22,720,250,279,copenhagen,44,dutch,0,111612
23,332,178,196,copenhagen,44,dutch,0,111612
24,772,250,280,copenhagen,44,dutch,0,111612
25,433,109,112,copenhagen,44,dutch,0,111612
26,523,79,112,copenhagen,44,dutch,0,111612
27,638,148,112,copenhagen,44,dutch,0,111612
28,1,85,112,copenhagen,44,dutch,0,111612
29,844,252,281,copenhagen,44,dutch,0,111612
30,435,249,279,copenhagen,44,dutch,0,111612
31,711,111,112,copenhagen,44,dutch,0,111612
32,973,153,140,copenhagen,44,dutch,0,111612
33,951,78,111,copenhagen,44,dutch,0,111612
34,978,256,279,copenhagen,44,dutch,0,111612
35,443,111,113,copenhagen,44,dutch,0,111612
36,981,84,56,copenhagen,44,dutch,0,111612
37,829,154,139,copenhagen,44,dutch,0,111612
38,562,185,195,copenhagen,44,dutch,0,111612
39,431,109,111,copenhagen,44,dutch,0,111612
40,358,176,193,copenhagen,44,dutch,0,111612
41,983,81,56,copenhagen,44,dutch,0,111612
42,124,248,280,copenhagen,44,dutch,0,111612
43,849,151,138,copenhagen,44,dutch,0,111612
44,726,249,283,copenhagen,44,dutch,0,111612
45,938,109,56,copenhagen,44,dutch,0,111612
46,402,115,110,copenhagen,44,dutch,0,111612
47,318,108,110,copenhagen,44,dutch,0,111612
