index,price
0,147.77801786641712
1,136.9955795870417
2,61.16141303592144
3,78.46459299228086
4,210.21970853039969
5,147.77801786641712
6,72.36666245920586
7,193.11233931879255
8,193.11233931879255
9,147.77801786641712
10,150.91205345304448
11,67.26999202441405
12,78.46459299228086
13,216.9432344478217
14,147.77801786641712
15,72.36666245920586
16,193.11233931879255
17,193.11233931879255
18,147.77801786641712
19,115.05311583429985
20,193.11233931879255
21,193.11233931879255
22,193.11233931879255
23,114.78870550055163
24,105.94125229339623
25,114.78870550055163
26,88.89745709956397
27,290.47707440639033
28,147.77801786641712
29,115.1368265096811
30,193.11233931879255
31,193.11233931879255
32,193.11233931879255
33,114.78870550055163
34,106.02496296877749
35,114.78870550055163
36,83.41487954574815
37,88.89745709956397
38,325.74510095661566
39,305.6774660580884
40,336.82032432441486
41,128.98038686567259
42,193.11233931879255
43,93.23654900472722
44,148.2710775599183
45,83.41487954574815
46,368.7759431644205
47,193.11233931879255
48,384.13211912766286
49,193.11233931879255
50,83.41487954574815
51,112.90720773104927
52,147.77801786641712
53,193.11233931879255
54,114.78870550055163
55,193.11233931879255
56,193.11233931879255
57,193.11233931879255
58,176.22450369673712
59,193.11233931879255
60,245.33575902772063
61,85.31496751168049
62,70.92975696866395
63,193.11233931879255
64,206.3425339058556
65,78.63578104700308
66,174.70234206697074
67,114.78870550055163
68,193.11233931879255
69,193.11233931879255
70,193.11233931879255
71,182.8659675833116
72,193.11233931879255
73,249.09226135810002
74,85.31496751168049
75,70.92975696866395
76,193.11233931879255
77,211.8727090601582
78,78.63578104700308
79,174.9538840382762
80,222.23747710506532
81,193.11233931879255
82,355.0627159172041
83,70.92975696866395
84,157.97966801787297
85,157.7205969876718
86,193.11233931879255
87,193.11233931879255
88,128.98038686567259
89,193.11233931879255
90,78.63578104700308
91,114.78870550055163
92,193.11233931879255
93,193.11233931879255
94,193.11233931879255
95,182.8659675833116
96,193.11233931879255
97,331.26846912143185
98,85.31496751168049
99,70.92975696866395
100,193.11233931879255
101,261.41853361606974
102,78.63578104700308
103,182.8659675833116
104,114.78870550055163
105,193.11233931879255
106,193.11233931879255
107,193.11233931879255
108,182.8659675833116
109,193.11233931879255
110,338.0174451654174
111,85.31496751168049
112,70.92975696866395
113,193.11233931879255
114,285.7520183585643
115,78.63578104700308
116,182.8659675833116
117,243.89786933962736
118,193.11233931879255
119,378.6370273054143
120,70.92975696866395
121,157.97966801787297
122,157.7205969876718
123,193.11233931879255
124,193.11233931879255
125,128.98038686567259
126,193.11233931879255
127,78.63578104700308
128,147.77801786641712
129,193.11233931879255
130,116.92274758517058
131,128.98038686567259
132,193.11233931879255
133,516.2720206048147
134,117.02964665803982
135,128.98038686567259
136,193.11233931879255
137,516.8046418351403
138,193.11233931879255
139,83.41487954574815
140,112.90720773104927
141,193.11233931879255
142,83.41487954574815
143,112.79635260845512
144,114.63877029664057
145,193.11233931879255
146,78.63578104700308
147,106.65360597920025
148,78.63578104700308
149,114.78870550055163
150,114.63877029664057
151,193.11233931879255
152,114.57174793654114
153,114.57174793654114
154,193.11233931879255
155,114.63877029664057
156,114.78870550055163
157,78.63578104700308
158,128.98038686567259
159,193.11233931879255
160,193.11233931879255
161,259.3095545634445
162,258.8210137020535
163,193.11233931879255
164,193.11233931879255
165,193.11233931879255
166,115.32564972936161
167,114.78870550055163
168,78.63578104700308
169,128.98038686567259
170,193.11233931879255
171,193.11233931879255
172,292.89976961857394
173,282.66867268422266
174,193.11233931879255
175,193.11233931879255
176,306.62068618587125
177,290.3159828861719
178,326.43619966350013
179,128.98038686567259
180,193.11233931879255
181,90.16715772684452
182,147.77801786641712
183,83.41487954574815
184,302.0305498137235
185,193.11233931879255
186,349.4626249864755
187,311.77407845959146
188,291.9629941445908
189,326.8900664748289
190,128.98038686567259
191,193.11233931879255
192,91.66564338832636
193,147.77801786641712
194,83.41487954574815
195,353.8776712428247
196,193.11233931879255
197,363.8970839268136
198,315.3880660420998
199,294.5729048146829
200,327.6413060685685
201,128.98038686567259
202,193.11233931879255
203,92.51191645803512
204,147.77801786641712
205,83.41487954574815
206,356.68856418808605
207,193.11233931879255
208,380.33136234252294
209,312.4132700679831
210,291.05245128369455
211,329.76607702655974
212,128.98038686567259
213,193.11233931879255
214,90.40172823956804
215,147.77801786641712
216,83.41487954574815
217,327.4255522362555
218,193.11233931879255
219,359.24993427433395
220,193.11233931879255
221,93.14000736972841
222,257.4412172787235
223,456.72932061397
224,407.79065291811344
225,375.62630589887374
226,157.7205969876718
227,157.7205969876718
228,470.43181562528923
229,408.06075095732905
230,257.4412172787235
231,83.41487954574815
232,107.69142300249078
233,112.65845127737502
234,113.30929339008675
235,147.77801786641712
236,114.80475441863399
237,114.80475441863399
238,114.80475441863399
239,93.65740089272873
240,193.11233931879255
241,107.69142300249078
242,112.65845127737502
243,113.30929339008675
244,147.77801786641712
245,114.80475441863399
246,114.80475441863399
247,114.80475441863399
248,100.6271991440819
249,193.11233931879255
250,101.73958199640076
251,344.6470233473881
252,119.2509438400306
253,193.11233931879255
254,147.77801786641712
255,149.28737301424533
256,65.10027714262829
257,78.46459299228086
258,211.72255941967305
259,147.77801786641712
260,72.36666245920586
261,193.11233931879255
262,193.11233931879255
263,147.77801786641712
264,150.91205345304448
265,67.18347554381862
266,78.46459299228086
267,213.97002016210743
268,147.77801786641712
269,72.36666245920586
270,193.11233931879255
271,193.11233931879255
272,147.77801786641712
273,153.69279696419048
274,67.26999202441405
275,78.46459299228086
276,215.70329365079368
277,147.77801786641712
278,72.36666245920586
279,193.11233931879255
280,193.11233931879255
281,78.46459299228086
282,413.5130129929006
283,157.97966801787297
284,193.11233931879255
285,147.77801786641712
286,193.11233931879255
287,114.78870550055163
288,128.98038686567259
289,193.11233931879255
290,331.5166404136987
291,78.63578104700308
292,193.11233931879255
293,147.77801786641712
294,193.11233931879255
295,116.9579569966061
296,128.98038686567259
297,193.11233931879255
298,334.1801178673133
299,78.63578104700308
300,374.6534430125503
301,476.3085527425235
302,222.67997385415822
303,374.66896870805766
304,157.7205969876718
305,316.5760943050169
306,222.67997385415822
307,157.7205969876718
308,78.63578104700308
309,147.16278243785996
310,69.02110415899479
311,47.1767897315756
312,101.85043068012608
313,101.85043068012608
314,147.16278243785996
315,69.02110415899479
316,47.1767897315756
317,101.85043068012608
318,101.85043068012608
319,147.16278243785996
320,69.02110415899479
321,50.14476344541153
322,101.85043068012608
323,101.85043068012608
324,273.0107198896819
325,147.77801786641712
326,115.1368265096811
327,193.11233931879255
328,193.11233931879255
329,193.11233931879255
330,114.78870550055163
331,106.02496296877749
332,114.78870550055163
333,83.41487954574815
334,89.28692357461192
335,107.5805678798966
336,112.65845127737502
337,113.30929339008675
338,147.77801786641712
339,114.80475441863399
340,114.80475441863399
341,114.80475441863399
342,100.6271991440819
343,193.11233931879255
344,147.77801786641712
345,153.78366804432983
346,67.26999202441405
347,78.46459299228086
348,224.25786507936516
349,147.77801786641712
350,72.36666245920586
351,193.11233931879255
352,193.11233931879255
353,101.85043068012608
354,74.20740603319403
355,101.85043068012608
356,50.14476344541153
357,147.77801786641712
358,136.9955795870417
359,61.16141303592144
360,78.46459299228086
361,211.85659939973243
362,147.77801786641712
363,72.36666245920586
364,193.11233931879255
365,193.11233931879255
366,101.59104074359456
367,319.64491661171365
368,119.2509438400306
369,193.11233931879255
370,91.24204579263433
371,91.24204579263433
372,193.11233931879255
373,85.06815608068318
374,70.92975696866395
375,114.78870550055163
376,85.19155871082732
377,98.71162385067015
378,78.63578104700308
379,67.57339577208747
380,243.89786933962736
381,193.11233931879255
382,358.803378636916
383,70.92975696866395
384,157.97966801787297
385,157.7205969876718
386,193.11233931879255
387,193.11233931879255
388,128.98038686567259
389,193.11233931879255
390,78.63578104700308
391,114.63877029664057
392,193.11233931879255
393,78.63578104700308
394,106.65360597920025
395,78.63578104700308
396,114.78870550055163
397,114.63877029664057
398,193.11233931879255
399,114.6826030591353
400,114.57174793654114
401,128.98038686567259
402,254.9961087641626
403,157.7205969876718
404,157.7205969876718
405,78.63578104700308
406,243.89786933962736
407,413.5130129929006
408,193.11233931879255
409,193.11233931879255
410,409.2664473206587
411,348.5727727593155
412,193.11233931879255
413,377.6235405015806
414,409.2664473206587
415,193.11233931879255
416,147.77801786641712
417,193.11233931879255
418,114.78870550055163
419,128.98038686567259
420,193.11233931879255
421,252.99296208475477
422,78.63578104700308
423,281.86616992093985
424,279.98854110376067
425,273.1766112071111
426,114.63877029664057
